tds,turbidity,pH,mq4,temperature,humidity,rain,oxygen_level
699.45,1.58,5.58,22.51,27.59,54.8,99.2,Low
289.58,9.39,7.96,77.14,18.44,82.14,57.7,Low
619.66,0.4,5.73,78.01,25.53,56.4,30.39,Low
281.41,9.91,7.89,82.76,23.14,73.09,89.83,Low
577.93,4.92,6.65,44.22,25.94,46.32,80.36,Low
602.0,1.77,5.03,12.79,19.24,63.13,79.09,Low
487.37,13.09,7.63,93.06,18.45,58.15,32.37,Low
767.32,14.02,5.89,42.71,32.01,82.41,20.25,Low
137.74,5.01,8.15,91.68,14.42,74.27,3.82,Low
527.96,6.64,5.53,93.65,25.69,78.1,19.99,Low
226.48,15.98,6.21,63.73,33.06,76.73,71.17,Low
421.14,19.37,5.85,19.04,21.95,35.81,42.82,Low
492.2,16.15,7.46,41.77,17.48,42.92,4.07,Low
727.92,17.7,8.67,14.72,27.72,56.83,83.54,Low
474.46,15.81,8.35,57.05,24.87,31.29,36.13,Low
602.11,1.9,7.96,25.12,36.99,78.18,82.48,Low
496.16,17.63,5.46,14.42,25.7,79.06,72.12,Low
540.26,2.11,8.98,85.15,25.26,67.66,82.18,Low
102.51,13.51,5.22,51.83,16.27,82.91,75.14,Low
372.86,15.78,5.42,37.83,18.7,70.68,53.32,Low
615.56,17.1,8.46,60.29,28.37,37.97,41.82,Low
251.13,4.45,7.79,61.53,16.46,37.15,12.72,Low
428.58,11.38,8.47,92.03,17.9,38.25,31.2,Low
202.67,17.59,6.81,75.09,39.72,31.44,19.66,Low
188.97,4.05,5.01,61.08,12.61,78.93,61.92,Low
424.88,18.27,6.19,78.81,38.46,78.62,94.9,Low
432.22,19.42,6.54,48.46,37.43,39.33,11.67,Low
333.97,5.55,5.67,20.24,24.47,59.29,81.56,Low
236.94,1.05,8.68,70.37,22.47,72.41,24.08,Low
396.11,1.28,8.48,72.23,33.79,50.94,52.4,Low
323.76,3.23,6.04,23.31,18.03,79.66,22.76,Low
785.51,7.91,7.32,9.25,37.13,89.5,67.68,Low
418.04,12.84,6.46,50.34,31.65,39.0,6.19,Low
397.1,0.06,7.88,62.33,34.89,47.22,33.36,Low
55.0,5.82,7.47,54.83,22.72,65.04,49.26,Low
341.52,15.33,6.62,63.99,19.49,83.01,98.79,Low
580.85,8.81,8.77,29.38,27.17,88.04,7.67,Low
395.43,17.22,6.68,84.09,25.82,73.29,94.1,Low
690.73,2.81,8.12,88.72,28.37,46.76,42.77,Low
505.35,8.62,7.12,37.25,31.92,58.4,77.2,Low
323.46,15.67,7.74,99.11,32.39,88.55,95.13,Low
381.61,13.94,6.68,7.57,27.54,55.07,87.91,Low
509.28,18.05,7.5,93.18,38.11,48.3,3.37,Low
273.53,1.45,7.65,8.34,29.17,31.58,64.3,High
665.74,6.27,5.32,34.24,34.08,41.76,13.66,Low
52.28,6.33,8.55,46.51,36.95,72.01,44.2,Low
556.29,4.28,6.01,81.45,28.55,66.75,17.58,Low
349.58,6.07,7.21,93.01,18.65,34.29,3.09,Low
757.83,18.36,6.77,9.28,33.08,77.96,31.43,Low
429.69,0.05,7.35,23.18,19.94,39.1,51.25,High
66.91,7.25,8.16,19.08,14.03,43.42,68.75,High
664.48,7.89,8.26,68.19,17.74,79.64,29.34,Low
637.73,4.12,8.06,84.7,26.19,31.52,27.04,Low
380.11,19.5,8.43,9.8,16.96,68.49,76.33,Low
697.14,10.69,8.81,90.39,21.57,53.7,14.37,Low
136.3,5.83,7.6,25.96,39.2,31.61,49.42,High
253.7,15.34,7.82,72.56,17.68,72.58,71.15,Low
660.31,16.49,6.96,54.78,17.01,81.04,56.17,Low
659.17,11.89,8.21,72.11,29.57,74.89,55.09,Low
219.23,9.55,5.26,37.79,28.13,88.82,72.88,Low
635.73,2.62,6.98,80.84,23.94,45.27,34.86,Low
589.35,2.54,8.29,49.29,22.8,81.04,69.7,Low
407.47,6.52,8.36,95.11,12.98,56.41,33.36,Low
266.98,16.19,5.07,87.92,31.19,77.26,15.48,Low
748.12,16.32,8.09,98.16,23.76,83.69,39.93,Low
337.8,1.12,6.6,13.34,32.84,60.35,81.18,High
799.93,15.45,7.64,43.79,27.5,47.92,8.13,Low
597.2,0.12,6.56,2.57,18.96,43.72,96.97,Low
501.2,8.66,8.55,26.2,22.4,35.11,70.88,Low
335.79,18.43,7.45,71.29,22.56,47.69,40.07,Low
576.17,14.69,7.6,92.5,19.96,43.49,37.68,Low
251.54,17.83,8.25,62.62,36.59,30.3,23.29,Low
395.1,5.13,7.48,5.43,13.23,60.9,42.68,High
499.67,0.13,6.44,8.3,37.87,78.04,92.6,Low
230.38,1.82,8.82,1.45,29.85,73.15,21.53,Low
533.55,15.75,8.43,84.86,11.12,57.03,84.72,Low
181.75,9.52,6.6,70.19,13.44,85.96,27.15,Low
626.7,2.39,5.9,73.45,38.48,42.65,23.84,Low
264.9,5.03,7.75,64.48,23.01,83.46,6.94,Low
331.96,3.32,8.21,93.67,30.73,86.91,86.55,Low
55.21,13.4,8.89,33.67,20.15,72.85,56.49,Low
518.02,17.35,5.71,89.24,14.38,62.94,97.74,Low
718.88,1.96,6.31,39.89,20.5,84.68,83.07,Low
596.1,4.03,7.51,8.83,37.56,89.86,47.25,Low
664.99,14.91,6.72,10.83,31.16,67.64,92.67,Low
738.7,3.86,7.98,35.01,33.91,47.79,70.03,Low
190.46,4.01,8.58,20.52,33.43,41.42,82.38,Low
633.35,3.87,8.7,19.47,28.07,72.78,24.28,Low
491.37,1.18,6.05,34.62,36.12,57.49,50.43,Low
787.07,0.28,6.46,81.7,35.65,57.84,8.38,Low
698.65,15.88,8.89,47.47,10.78,31.81,61.47,Low
223.83,17.26,7.67,67.75,30.37,35.07,75.23,Low
459.77,11.98,6.43,90.2,27.55,84.69,45.4,Low
574.88,11.85,6.34,42.59,37.57,80.49,87.38,Low
562.83,12.53,5.93,23.72,19.63,38.85,17.68,Low
81.72,11.58,8.62,68.92,18.97,64.26,56.64,Low
204.29,10.18,5.11,32.72,30.32,58.23,13.39,Low
707.11,15.66,8.17,33.42,25.96,43.38,39.12,Low
511.57,6.8,5.14,46.48,37.65,36.37,35.57,Low
397.18,12.96,8.88,90.66,22.94,59.91,26.24,Low
335.89,17.85,8.38,12.52,15.36,44.88,85.96,Low
750.94,14.81,7.98,13.66,18.03,54.11,13.4,Low
559.75,12.76,7.3,57.97,29.11,45.82,21.82,Low
313.47,13.56,7.24,79.03,33.62,31.05,58.09,Low
581.89,12.1,6.86,64.67,33.41,40.89,0.93,Low
635.44,6.03,6.9,38.11,16.95,43.04,35.37,Low
475.39,14.91,5.13,76.33,20.49,61.46,75.71,Low
586.65,7.9,8.23,28.9,36.4,55.08,84.65,Low
362.23,1.56,7.65,71.56,23.83,30.47,44.31,Low
166.38,11.74,8.52,2.24,34.71,53.22,34.8,Low
413.83,1.79,5.77,15.21,11.43,66.38,6.14,Low
257.11,8.97,8.3,24.64,25.69,64.91,71.76,High
354.81,6.92,7.45,18.54,23.83,87.51,57.42,High
790.47,0.66,7.31,0.82,23.67,82.6,84.39,Low
487.5,8.81,8.2,42.11,16.19,78.2,79.22,High
781.18,15.67,5.1,34.8,28.64,77.41,37.84,Low
254.16,19.66,7.12,99.86,22.65,50.77,32.54,Low
239.7,9.8,7.28,58.53,26.59,76.81,66.24,Low
376.86,9.41,5.0,55.63,15.34,66.88,9.9,Low
480.89,10.21,6.97,37.25,33.6,45.14,17.7,Low
620.77,13.18,7.67,64.37,28.05,32.65,9.39,Low
369.26,17.06,5.91,27.15,22.25,75.79,46.68,Low
559.3,12.6,6.84,10.35,27.83,49.02,42.36,Low
651.22,14.16,7.52,33.47,26.14,36.15,46.35,Low
62.22,6.89,8.66,4.99,14.26,31.48,37.36,Low
473.61,2.07,7.54,80.94,23.93,45.55,22.72,Low
596.19,13.75,8.62,10.91,32.15,33.89,36.0,Low
718.21,5.69,8.29,42.73,15.69,82.6,50.65,Low
71.23,18.95,7.32,30.36,15.97,62.56,1.1,Low
295.18,6.34,5.17,29.74,28.23,73.1,43.07,Low
555.94,5.64,8.82,1.01,32.17,55.46,14.36,Low
645.33,17.27,5.91,84.93,35.98,89.06,95.08,Low
282.62,2.15,7.22,9.92,19.2,63.89,16.18,High
68.75,2.99,8.35,84.31,30.55,41.88,66.65,Low
125.86,19.91,5.28,10.31,21.64,56.83,14.84,Low
607.92,10.05,7.19,2.08,12.0,58.57,57.81,Low
704.09,16.96,6.65,37.78,35.93,65.86,59.24,Low
688.29,13.44,6.64,57.84,10.04,30.26,49.57,Low
699.0,1.74,8.12,97.4,20.13,31.76,2.16,Low
445.99,2.49,8.57,62.07,24.58,80.32,2.62,Low
192.51,1.69,7.38,57.01,23.89,61.46,62.18,Low
509.16,13.22,8.95,93.28,38.34,77.02,55.88,Low
483.75,1.57,6.99,96.21,19.23,63.11,80.46,Low
64.53,17.79,6.04,2.49,33.52,65.66,76.79,Low
603.67,8.87,5.87,82.99,14.67,53.8,62.88,Low
71.76,7.09,6.47,33.19,32.78,66.43,58.31,Low
600.55,4.78,6.55,96.37,29.11,42.02,60.88,Low
167.65,16.67,7.96,86.39,11.89,40.25,63.19,Low
107.14,17.64,5.79,91.77,12.48,71.48,97.94,Low
209.0,15.69,7.44,17.0,29.59,31.25,74.46,Low
417.62,0.02,8.72,41.82,27.14,57.52,21.8,Low
770.22,13.9,5.47,5.59,11.17,70.93,2.12,Low
577.87,3.38,8.04,34.65,25.18,62.79,25.77,Low
93.09,9.19,5.28,13.13,38.05,83.56,24.67,Low
466.98,0.0,7.76,22.13,19.18,66.02,6.98,High
315.91,18.85,6.44,8.64,37.07,37.23,60.54,Low
92.58,0.64,8.18,32.92,30.19,35.89,14.57,High
236.42,0.91,8.95,5.82,39.05,80.35,21.18,Low
566.4,13.31,7.73,90.58,27.05,35.12,9.99,Low
780.45,10.33,7.07,49.07,38.45,33.66,88.44,Low
440.48,8.64,6.07,68.82,16.26,80.32,30.09,Low
686.53,8.59,6.0,73.22,37.74,82.42,74.8,Low
370.98,14.89,8.18,4.38,13.82,68.0,67.46,Low
602.39,0.33,7.01,94.68,23.55,74.46,33.81,Low
58.22,3.56,8.34,81.83,12.57,80.86,14.69,Low
182.8,1.71,8.39,50.34,33.69,52.82,59.11,Low
185.02,16.04,8.43,3.74,25.03,58.11,47.4,Low
130.83,6.41,5.63,6.46,21.7,68.62,30.47,Low
323.97,6.43,7.55,62.8,12.72,48.45,68.88,Low
703.6,9.75,7.0,27.8,20.8,57.24,63.5,Low
190.46,3.25,7.29,66.39,18.17,68.05,65.28,Low
436.93,9.35,7.34,15.57,20.8,40.75,52.34,High
593.27,11.37,7.69,43.06,10.16,74.77,98.13,Low
597.83,11.49,6.77,67.32,13.63,85.67,46.26,Low
105.74,10.46,5.3,9.06,33.34,43.53,94.86,Low
665.4,3.35,8.8,7.54,23.03,71.35,56.0,Low
412.1,16.05,8.0,75.32,19.8,37.16,3.6,Low
626.07,9.58,7.46,8.95,30.56,35.19,19.13,Low
748.06,3.51,5.03,59.87,25.11,80.36,4.35,Low
470.07,18.58,5.62,52.54,34.6,57.57,70.16,Low
385.26,16.74,8.2,46.52,17.36,55.15,55.72,Low
743.71,4.35,5.51,9.48,36.01,84.43,50.84,Low
52.83,2.62,6.76,57.01,12.84,64.31,80.28,Low
608.27,2.46,8.84,26.0,10.03,35.04,53.97,Low
641.73,5.18,6.08,71.37,11.39,71.67,75.31,Low
126.97,11.83,8.92,47.16,25.59,79.26,61.7,Low
650.75,11.32,7.9,44.8,10.74,37.95,52.85,Low
720.32,6.36,5.9,1.78,31.62,35.54,60.16,Low
601.38,5.12,6.06,74.05,36.85,89.12,82.29,Low
494.42,19.62,8.49,85.97,29.84,64.33,56.64,Low
438.45,11.53,5.56,96.72,13.54,63.76,60.66,Low
441.15,7.14,6.13,91.98,18.44,89.56,76.74,Low
535.93,6.08,7.55,56.62,31.88,55.6,41.54,Low
757.83,18.97,6.72,79.48,20.78,47.52,54.87,Low
333.99,4.51,7.81,48.38,25.82,89.76,32.59,High
173.67,1.57,6.2,79.86,27.63,56.36,22.11,Low
719.51,12.08,5.18,12.51,31.38,55.12,86.04,Low
655.9,4.3,7.35,32.37,34.99,64.06,87.71,Low
211.39,14.86,7.35,90.48,38.24,33.16,56.85,Low
362.86,3.33,7.01,52.59,13.11,43.62,6.04,Low
707.03,9.4,6.17,15.44,31.86,89.08,32.62,Low
559.68,17.08,6.61,52.28,37.81,68.88,44.45,Low
642.43,3.72,6.91,81.61,25.54,84.02,50.75,Low
534.39,13.9,7.1,29.83,23.92,32.45,8.33,Low
635.63,5.4,6.28,19.13,15.65,46.96,30.78,Low
375.57,15.36,5.41,11.64,24.86,34.87,68.81,Low
722.36,13.13,6.16,82.98,14.74,45.44,97.07,Low
387.28,9.21,8.62,91.29,29.2,71.02,4.08,Low
188.42,18.85,7.39,28.09,28.54,89.44,37.0,Low
398.41,19.69,7.03,8.18,16.87,72.01,4.35,Low
332.86,17.09,5.65,88.42,16.03,87.84,91.14,Low
467.6,3.51,7.94,54.41,30.76,35.51,6.34,Low
627.51,16.39,5.45,27.02,32.53,84.38,35.1,Low
626.77,17.0,7.69,28.12,37.85,50.46,29.42,Low
607.18,11.15,6.14,68.92,11.8,46.43,20.33,Low
690.81,12.73,5.2,48.01,27.08,63.58,99.98,Low
274.2,15.2,6.92,37.98,35.2,72.67,2.73,Low
742.94,10.94,6.62,82.45,17.63,79.47,64.81,Low
772.3,6.25,7.41,93.71,15.9,59.64,71.81,Low
636.06,5.94,7.81,31.27,12.51,66.0,96.33,Low
772.15,15.78,6.2,6.9,32.02,42.03,20.84,Low
230.72,15.44,7.17,92.2,18.64,84.24,65.68,Low
246.19,11.73,5.98,34.98,20.93,65.66,45.43,Low
647.85,2.82,7.54,52.42,27.24,47.84,22.39,Low
623.64,18.15,6.99,24.08,22.4,31.75,50.29,Low
644.19,9.44,5.04,88.04,18.44,50.67,36.72,Low
568.83,12.38,5.79,33.76,36.5,87.45,24.44,Low
689.49,9.53,8.93,13.96,25.68,61.18,61.93,Low
457.82,13.16,5.91,25.84,37.27,65.31,77.06,Low
273.76,0.83,7.26,98.32,39.48,68.07,0.18,Low
675.73,18.91,7.23,54.19,19.57,66.52,37.6,Low
397.94,10.66,7.54,20.82,15.05,70.74,94.72,Low
75.38,7.0,7.75,32.29,35.61,59.33,98.03,High
54.02,3.26,7.44,33.96,22.94,58.53,64.9,High
551.44,18.9,7.02,8.12,33.42,49.5,17.65,Low
722.98,3.34,8.97,31.41,26.36,89.93,6.45,Low
666.06,16.72,6.8,55.31,30.36,39.35,77.01,Low
217.11,15.78,8.64,67.72,22.0,32.0,98.09,Low
216.6,4.79,5.03,70.55,38.51,46.18,53.82,Low
348.46,2.94,8.35,96.51,38.9,76.15,36.09,Low
327.85,15.21,7.86,95.8,39.61,32.95,17.61,Low
246.93,13.11,6.31,68.04,23.91,84.41,31.54,Low
680.31,17.48,8.63,18.51,37.09,82.12,38.34,Low
797.57,5.19,7.8,92.07,38.8,82.5,4.54,Low
354.43,11.62,6.26,49.72,21.2,39.15,21.4,Low
541.63,6.31,5.85,0.12,27.77,86.9,38.54,Low
792.23,7.41,8.87,15.56,38.0,86.74,59.55,Low
97.83,17.04,6.79,18.53,27.24,81.32,78.81,Low
730.15,9.27,6.31,84.61,33.74,74.62,38.88,Low
750.42,4.25,7.53,61.13,26.24,47.72,28.14,Low
100.96,12.21,5.75,11.67,19.14,45.01,63.39,Low
241.37,10.34,6.15,54.7,20.41,33.18,47.72,Low
311.02,4.27,7.25,29.83,37.14,86.66,98.78,High
221.92,14.02,8.43,22.76,31.52,35.76,37.34,Low
626.01,2.01,6.9,25.37,14.06,82.41,65.47,Low
82.35,11.73,8.48,18.6,36.65,60.53,97.87,Low
650.64,10.07,5.35,56.8,27.71,44.44,85.37,Low
644.8,1.38,8.09,37.89,35.24,64.67,44.13,Low
554.64,10.06,8.54,13.08,15.98,56.04,34.82,Low
483.4,3.76,6.62,27.45,12.25,50.98,46.6,High
527.23,18.09,8.51,85.65,21.83,88.24,47.31,Low
484.34,13.72,7.01,8.99,29.87,55.39,52.86,Low
233.38,15.3,6.39,3.69,29.43,47.07,66.42,Low
668.6,0.29,5.28,82.3,34.22,52.18,70.14,Low
747.14,19.85,8.94,42.21,30.73,58.92,28.93,Low
305.62,18.72,8.23,9.07,19.47,32.95,22.41,Low
572.12,9.2,8.67,46.88,31.69,84.29,34.13,Low
673.67,3.27,6.11,98.26,11.05,50.44,26.04,Low
215.91,3.18,8.8,84.71,34.8,58.39,17.78,Low
148.37,9.5,5.18,95.82,11.2,58.75,13.74,Low
483.87,1.47,6.08,77.75,28.78,80.78,16.33,Low
786.1,7.92,5.61,36.83,21.07,55.08,20.47,Low
318.75,13.95,6.69,46.55,34.6,88.88,50.56,Low
203.17,15.42,7.95,91.49,38.28,56.69,28.03,Low
248.65,3.52,7.16,11.88,39.63,35.33,28.96,High
309.39,9.33,7.93,66.59,38.13,46.35,10.23,Low
252.75,19.56,5.41,49.07,29.32,52.33,55.53,Low
538.36,10.69,7.84,10.26,26.93,82.64,53.92,Low
207.17,7.6,5.06,34.71,23.43,48.39,11.98,Low
333.42,19.09,6.04,40.3,22.46,61.14,7.61,Low
486.71,6.16,8.11,30.85,37.67,77.87,81.51,High
507.49,15.83,8.3,83.41,37.04,78.76,94.24,Low
309.77,2.44,8.5,75.45,29.6,72.6,4.94,Low
200.95,15.36,6.3,16.79,33.24,59.99,89.78,Low
360.42,3.19,5.81,20.87,20.35,75.54,47.18,Low
760.25,12.21,8.06,92.51,27.35,32.1,5.34,Low
794.8,14.19,8.65,30.53,17.47,67.24,65.65,Low
393.78,7.02,6.71,34.42,11.04,76.45,67.47,High
795.59,13.87,8.6,79.61,34.03,40.97,8.66,Low
196.24,4.93,6.4,2.35,36.4,36.68,15.6,Low
290.09,12.39,5.53,44.33,37.8,56.39,9.86,Low
689.36,4.29,5.31,48.43,15.35,64.69,79.23,Low
542.22,6.14,6.06,9.45,32.23,88.54,28.57,Low
795.63,12.9,8.42,80.88,22.57,69.37,82.63,Low
320.47,16.01,5.08,71.11,20.48,52.28,65.41,Low
411.36,5.45,6.77,44.26,12.31,87.19,40.65,High
75.79,10.9,6.38,67.44,18.91,67.9,78.97,Low
160.9,14.67,6.84,39.07,30.89,58.2,37.78,Low
162.32,1.79,5.48,4.08,22.25,53.54,80.86,Low
291.37,2.38,5.12,11.35,37.48,37.99,0.12,Low
533.16,8.61,5.66,77.42,16.73,64.85,8.16,Low
209.06,14.56,8.61,97.86,19.08,45.38,87.45,Low
56.34,10.45,6.4,51.69,13.48,72.35,92.66,Low
712.77,19.42,6.12,45.14,14.24,58.79,39.27,Low
690.71,6.45,8.28,61.23,27.5,64.49,33.89,Low
72.51,18.34,8.85,42.59,35.16,49.16,41.21,Low
206.54,8.77,5.46,86.03,31.74,49.11,68.0,Low
773.5,6.02,5.88,19.36,31.69,68.36,59.53,Low
137.84,2.6,6.38,91.9,10.53,72.41,31.53,Low
416.2,13.89,5.18,8.33,20.96,38.06,82.39,Low
411.53,12.79,5.32,25.19,36.09,56.88,73.21,Low
475.12,12.63,7.09,83.62,37.41,81.63,52.81,Low
270.03,7.41,5.86,31.21,16.36,76.35,62.73,Low
387.18,3.44,8.55,51.39,36.53,77.41,77.12,Low
685.36,0.55,6.85,61.6,21.36,86.49,26.68,Low
115.77,9.41,5.06,96.26,34.76,71.13,48.24,Low
720.07,2.46,8.88,77.91,34.52,40.47,73.24,Low
313.92,18.66,5.87,94.64,32.59,81.18,0.89,Low
255.87,10.28,8.62,6.68,35.5,51.6,88.12,Low
152.23,3.75,5.68,92.06,15.85,32.72,29.22,Low
92.22,15.2,8.29,54.46,30.51,81.64,6.95,Low
243.71,14.74,5.0,32.53,36.99,44.2,99.27,Low
737.33,9.76,5.79,3.34,32.0,79.88,84.46,Low
464.59,15.16,8.72,58.31,36.0,86.53,96.31,Low
633.25,4.17,5.76,64.43,20.95,78.86,58.7,Low
100.25,19.25,7.95,82.55,35.35,37.56,52.57,Low
757.32,15.05,8.07,6.29,32.18,41.48,4.41,Low
337.21,7.57,8.78,35.7,32.49,71.42,12.65,Low
453.78,12.1,5.36,41.3,29.07,46.77,47.61,Low
781.47,10.21,7.09,61.86,19.08,40.86,10.46,Low
171.3,7.65,7.9,62.51,31.67,43.62,84.44,Low
731.41,14.38,8.99,10.94,36.7,45.59,76.37,Low
220.54,10.48,8.9,72.04,27.15,41.21,66.36,Low
145.58,16.84,8.63,93.27,22.34,88.91,79.18,Low
640.12,4.55,7.13,45.7,25.24,78.63,67.57,Low
393.91,9.53,8.45,60.49,17.81,73.64,82.39,Low
119.88,13.19,6.7,47.92,32.34,69.93,70.2,Low
715.0,13.15,5.71,14.42,34.84,54.87,93.6,Low
775.71,9.91,7.19,33.25,19.53,87.73,7.28,Low
550.0,2.49,5.93,71.27,34.05,70.72,7.31,Low
151.45,13.35,8.15,70.37,10.25,72.54,51.23,Low
665.35,11.89,8.25,99.02,24.01,55.36,90.66,Low
744.18,11.08,8.11,95.72,15.31,70.2,39.87,Low
317.38,13.3,8.03,96.28,37.15,84.98,9.56,Low
577.24,10.9,7.23,6.67,24.9,35.79,19.3,Low
151.57,11.26,6.31,83.1,26.34,62.9,80.59,Low
658.51,16.0,8.39,51.66,25.25,49.04,36.54,Low
682.24,17.21,5.69,3.49,33.39,73.19,4.63,Low
238.63,5.51,6.75,20.8,16.51,35.94,25.01,High
656.09,9.32,7.65,15.06,28.04,30.25,20.59,Low
295.48,1.58,7.81,15.39,17.33,55.9,50.43,High
679.79,5.7,7.76,41.25,34.29,67.26,81.24,Low
360.65,2.69,6.81,71.61,30.81,40.14,48.78,Low
457.66,13.31,7.31,41.99,36.23,68.06,37.35,Low
566.72,10.35,7.65,39.85,14.74,40.99,98.91,Low
78.23,4.07,8.84,50.94,39.95,65.36,37.09,Low
321.08,17.75,8.18,46.41,34.75,42.47,3.88,Low
231.37,17.09,7.65,63.93,30.67,44.69,31.7,Low
757.26,11.38,7.04,50.61,24.24,85.65,42.08,Low
128.82,0.9,5.31,23.78,14.12,81.4,40.85,Low
237.2,16.49,7.66,4.42,32.18,68.33,53.63,Low
289.58,1.89,7.81,43.44,35.7,85.18,76.13,High
711.54,11.95,8.28,5.85,19.47,66.32,73.97,Low
530.85,15.55,5.53,7.84,25.12,37.71,13.32,Low
785.0,0.53,5.65,88.62,10.61,70.0,65.46,Low
372.04,1.91,7.67,10.4,13.83,53.71,14.83,High
535.73,12.9,8.67,34.21,17.95,81.03,11.8,Low
743.44,18.97,5.83,12.44,19.86,39.25,98.03,Low
544.81,6.41,7.22,44.94,25.32,74.24,42.84,Low
768.05,13.59,7.99,72.22,10.59,53.11,56.6,Low
747.08,12.38,5.23,25.47,23.93,75.84,31.17,Low
745.91,10.91,7.24,46.9,19.45,61.45,2.97,Low
575.12,14.35,7.65,1.46,19.54,87.83,50.71,Low
180.88,12.31,7.38,1.74,15.88,73.61,71.27,Low
489.79,16.95,6.75,88.51,16.89,36.14,77.01,Low
390.16,0.93,8.87,4.79,35.63,89.02,56.47,Low
463.06,3.02,6.24,56.59,15.84,58.46,5.81,Low
235.18,9.78,5.69,11.71,12.49,43.83,81.08,Low
420.36,10.25,6.88,52.07,29.03,77.72,46.3,Low
748.48,10.02,7.62,93.89,16.45,31.85,69.54,Low
69.33,4.96,8.44,94.52,38.46,71.01,11.24,Low
411.73,12.95,6.64,17.89,11.37,89.67,7.34,Low
267.58,9.92,8.15,53.55,39.75,86.98,95.37,Low
763.35,13.49,5.03,70.28,21.89,86.63,75.34,Low
240.92,8.19,5.39,55.02,23.49,50.51,20.61,Low
788.28,17.42,5.37,87.48,29.38,32.68,21.25,Low
767.65,3.42,5.37,89.32,30.71,79.84,97.34,Low
780.07,6.76,6.24,42.4,15.17,64.11,4.57,Low
345.36,2.61,6.97,87.07,29.3,76.62,43.59,Low
338.71,15.38,6.49,12.89,27.19,39.94,85.78,Low
498.5,19.12,5.02,20.16,32.09,84.94,46.72,Low
505.21,8.97,6.0,34.92,10.67,46.42,1.71,Low
789.51,19.47,7.93,8.72,21.04,72.1,10.5,Low
437.72,8.71,8.02,6.31,29.6,81.18,76.91,High
456.6,10.0,7.56,30.09,25.24,67.6,30.19,High
254.92,5.91,6.75,7.09,21.95,50.84,18.37,High
462.47,12.84,8.29,89.33,37.93,62.22,28.67,Low
90.48,14.54,6.77,70.58,31.94,58.86,45.28,Low
486.08,11.83,7.11,9.71,27.11,71.99,51.31,Low
197.31,11.31,8.51,53.56,31.5,55.15,31.59,Low
599.93,4.16,5.12,58.14,20.53,80.02,27.6,Low
270.46,6.87,6.77,60.51,34.68,32.0,45.28,Low
689.46,17.51,6.8,72.36,39.82,44.32,61.72,Low
87.84,0.92,8.71,15.74,25.83,48.67,68.94,Low
61.59,3.79,8.89,34.59,28.46,60.47,84.61,Low
473.2,3.53,6.16,84.78,31.07,61.04,24.11,Low
304.12,0.55,5.04,20.51,35.43,65.54,18.58,Low
476.02,13.0,6.09,70.35,25.07,50.4,32.58,Low
433.39,14.4,6.97,76.35,26.11,54.04,19.87,Low
131.3,8.3,6.93,22.46,29.86,33.0,49.79,High
571.47,17.27,6.38,50.37,18.03,89.69,39.01,Low
181.58,12.31,8.28,9.68,37.39,52.62,32.99,Low
502.04,3.11,7.47,78.24,26.89,58.72,15.81,Low
622.43,11.55,5.35,68.93,26.89,41.76,3.57,Low
283.29,12.38,6.24,64.24,26.18,62.36,62.38,Low
658.4,9.68,8.42,78.24,31.24,63.99,58.08,Low
422.3,13.68,6.13,73.91,20.97,35.23,24.62,Low
208.92,17.02,5.7,25.32,33.13,53.01,2.09,Low
114.83,6.22,5.05,80.18,14.46,58.17,52.66,Low
429.63,13.96,5.06,2.82,39.18,84.67,99.34,Low
561.54,13.6,7.55,22.96,24.85,37.86,76.44,Low
694.2,3.05,6.88,10.21,20.35,89.8,64.85,Low
693.28,3.04,7.74,52.58,38.5,69.57,84.38,Low
734.64,10.44,8.59,91.29,22.03,43.33,2.26,Low
80.96,4.11,5.99,95.39,25.75,32.38,39.03,Low
398.45,16.61,5.34,16.98,28.09,55.59,16.95,Low
397.56,0.57,5.06,73.29,24.86,66.7,17.85,Low
450.73,14.12,6.65,45.31,25.51,33.38,34.66,Low
563.31,18.81,8.94,68.86,15.82,31.0,92.56,Low
538.04,18.61,6.24,8.29,31.48,71.58,46.55,Low
106.34,0.86,7.13,17.61,36.72,44.4,79.95,High
262.09,5.35,6.77,6.07,10.38,83.11,56.59,High
664.47,14.19,8.13,97.52,24.7,78.53,18.84,Low
438.43,1.06,5.6,64.49,28.35,55.3,77.69,Low
391.81,4.73,7.82,43.58,35.43,89.16,1.86,High
322.18,9.1,5.52,64.73,30.45,69.12,8.04,Low
523.31,1.88,8.85,17.6,24.42,48.99,76.91,Low
411.2,9.93,8.91,4.22,28.85,32.78,13.72,Low
612.11,16.78,5.77,57.63,39.86,58.33,35.17,Low
795.91,15.04,5.56,95.8,34.82,69.15,51.3,Low
727.13,1.48,5.5,54.22,28.67,64.82,27.47,Low
319.0,5.65,8.82,27.55,17.81,70.94,87.42,Low
358.91,10.01,8.95,56.56,34.47,59.76,19.17,Low
466.54,19.94,5.25,13.09,16.21,32.24,21.97,Low
163.32,13.07,8.44,35.41,32.12,81.89,4.06,Low
425.8,10.41,6.81,20.55,17.86,66.54,70.4,Low
310.13,17.1,8.61,40.4,23.58,55.97,89.29,Low
260.18,13.6,5.93,27.33,36.54,40.87,84.06,Low
484.24,9.34,5.4,85.07,23.86,34.16,12.47,Low
300.62,0.41,6.47,39.45,29.82,89.15,63.41,Low
410.18,13.87,6.53,29.41,33.43,50.53,45.45,Low
